[DEBUG] (private) matplotlib data path: C:\Users\User\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\mpl-data - [pid:9620 - 2023-03-09 09:21:29,458 - matplotlib]
[DEBUG] 목표 매수 가격 = 123762 - [pid:9620 - 2023-03-09 09:21:56,900 - root]
[DEBUG] 목표 매도 가격 = 1923077 - [pid:9620 - 2023-03-09 09:21:56,901 - root]
[DEBUG] 매수 점수 = 78 - [pid:9620 - 2023-03-09 09:21:56,902 - root]
[DEBUG] KorDivStockAnalyzerThread Stop... - [pid:9620 - 2023-03-09 09:21:56,906 - root]
[DEBUG] stock analysis success ! - [pid:9620 - 2023-03-09 09:21:56,958 - root]
[DEBUG] getStockName, stock code = 011780 - [pid:9620 - 2023-03-09 09:21:57,216 - root]
[DEBUG] 주식 이름: 금호석유 - [pid:9620 - 2023-03-09 09:21:57,216 - root]
[DEBUG] findfont: Matching Malgun Gothic:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0. - [pid:9620 - 2023-03-09 09:21:57,229 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'NanumBarunGothic' (NanumBarunGothic.ttf) normal normal normal normal>) = 11.0 - [pid:9620 - 2023-03-09 09:21:57,231 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'STIXSizeOneSym' (STIXSizOneSymBol.ttf) normal normal 700 normal>) = 10.335 - [pid:9620 - 2023-03-09 09:21:57,232 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'DejaVu Serif' (DejaVuSerif-BoldItalic.ttf) italic normal 700 normal>) = 11.335 - [pid:9620 - 2023-03-09 09:21:57,233 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'DejaVu Serif' (DejaVuSerif.ttf) normal normal 400 normal>) = 10.05 - [pid:9620 - 2023-03-09 09:21:57,234 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'DejaVu Serif Display' (DejaVuSerifDisplay.ttf) normal normal 400 normal>) = 10.05 - [pid:9620 - 2023-03-09 09:21:57,235 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'STIXNonUnicode' (STIXNonUniIta.ttf) italic normal 400 normal>) = 11.05 - [pid:9620 - 2023-03-09 09:21:57,236 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'DejaVu Sans' (DejaVuSans-Oblique.ttf) oblique normal 400 normal>) = 11.05 - [pid:9620 - 2023-03-09 09:21:57,237 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'DejaVu Sans Display' (DejaVuSansDisplay.ttf) normal normal 400 normal>) = 10.05 - [pid:9620 - 2023-03-09 09:21:57,237 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'STIXSizeOneSym' (STIXSizOneSymReg.ttf) normal normal 400 normal>) = 10.05 - [pid:9620 - 2023-03-09 09:21:57,238 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'STIXSizeTwoSym' (STIXSizTwoSymBol.ttf) normal normal 700 normal>) = 10.335 - [pid:9620 - 2023-03-09 09:21:57,239 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'STIXGeneral' (STIXGeneralBolIta.ttf) italic normal 700 normal>) = 11.335 - [pid:9620 - 2023-03-09 09:21:57,240 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'DejaVu Serif' (DejaVuSerif-Italic.ttf) italic normal 400 normal>) = 11.05 - [pid:9620 - 2023-03-09 09:21:57,242 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'STIXSizeFourSym' (STIXSizFourSymBol.ttf) normal normal 700 normal>) = 10.335 - [pid:9620 - 2023-03-09 09:21:57,243 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'DejaVu Sans Mono' (DejaVuSansMono-Oblique.ttf) oblique normal 400 normal>) = 11.05 - [pid:9620 - 2023-03-09 09:21:57,244 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'STIXNonUnicode' (STIXNonUniBol.ttf) normal normal 700 normal>) = 10.335 - [pid:9620 - 2023-03-09 09:21:57,244 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'STIXGeneral' (STIXGeneral.ttf) normal normal 400 normal>) = 10.05 - [pid:9620 - 2023-03-09 09:21:57,245 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'STIXGeneral' (STIXGeneralItalic.ttf) italic normal 400 normal>) = 11.05 - [pid:9620 - 2023-03-09 09:21:57,246 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'cmsy10' (cmsy10.ttf) normal normal 400 normal>) = 10.05 - [pid:9620 - 2023-03-09 09:21:57,247 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'STIXSizeFiveSym' (STIXSizFiveSymReg.ttf) normal normal 400 normal>) = 10.05 - [pid:9620 - 2023-03-09 09:21:57,247 - matplotlib.font_manager]
[DEBUG] findfont: score(<Font 'STIXNonUnicode' (STIXNonUni.ttf) normal normal 400 normal>) = 10.05 - [pid:9620 - 2023-03-09 09:21:57,248 - matplotlib.font_manager]
